GeoId|Geography|LEAID|Year|Iteration|B02001_1est|B02001_1moe|B02001_2est|B02001_2moe|B02001_3est|B02001_3moe|B02001_4est|B02001_4moe|B02001_5est|B02001_5moe|B02001_6est|B02001_6moe|B02001_7est|B02001_7moe|B02001_8est|B02001_8moe|B02001_9est|B02001_9moe|B02001_10est|B02001_10moe
97000US4843350|Tuloso-Midway Independent School District, TX|4843350|2014-2018||14033|1039|13428|990|219|160|0|21|0|21|12|20|243|142|131|91|35|44|96|79
97000US4223820|Tulpehocken Area School District, PA|4223820|2014-2018||12353|231|11704|264|187|116|47|59|93|61|0|16|172|99|150|67|18|22|132|62
97000US4030240|Tulsa Public Schools, OK|4030240|2014-2018||283377|1488|174407|1735|50604|956|13645|611|4606|540|377|111|16458|879|23280|897|934|226|22346|891
97000US5309100|Tumwater School District, WA|5309100|2014-2018||39445|935|34929|1002|519|188|160|105|1105|302|124|87|580|187|2028|417|78|63|1950|412
97000US2804290|Tunica County School District, MS|2804290|2014-2018||10170|*****|1966|16|7984|202|0|20|121|178|0|20|24|28|75|88|0|20|75|88
97000US4223850|Tunkhannock Area School District, PA|4223850|2014-2018||18900|317|18504|307|113|50|14|12|47|36|0|16|11|11|211|68|7|10|204|67
97000US2804320|Tupelo Public School District, MS|2804320|2014-2018||39877|642|23612|778|14782|593|158|94|370|186|6|12|557|399|392|226|38|47|354|218
97000US4030270|Tupelo Public Schools, OK|4030270|2014-2018||1108|136|730|116|8|11|130|48|7|9|0|9|22|25|211|62|4|5|207|63
97000US3629160|Tupper Lake Central School District, NY|3629160|2014-2018||6015|53|5682|156|108|73|19|24|14|19|0|17|97|123|95|59|0|17|95|59
95000US4030290|Turkey Ford Public School, OK|4030290|2014-2018||1144|86|770|67|0|9|309|62|1|2|0|9|7|4|57|23|0|9|57|23
97000US1928110|Turkey Valley Community School District, IA|1928110|2014-2018||2722|286|2708|289|3|5|1|2|0|9|0|9|4|7|6|12|0|9|6|12
97000US4223880|Turkeyfoot Valley Area School District, PA|4223880|2014-2018||2479|147|2449|143|11|20|6|9|0|10|0|10|3|6|10|11|0|10|10|11
97000US4843400|Turkey-Quitaque Independent School District, TX|4843400|2014-2018||978|162|817|151|34|19|5|7|0|13|17|18|31|27|74|32|12|11|62|32
97000US0600158|Turlock Unified School District, CA|0600158|2014-2018||74210|1052|56831|1835|1767|586|511|292|3879|807|192|130|7691|1308|3339|811|1300|579|2039|549
96000US0606013|Turlock Unified School District (9-12), CA|0606013|2014-2018||9970|962|7905|1002|14|23|71|73|62|26|0|17|1595|577|323|197|49|48|274|184
97000US1305190|Turner County School District, GA|1305190|2014-2018||7962|*****|4371|58|3423|115|17|26|66|74|0|19|72|74|13|19|0|19|13|19
95000US3026640|Turner Elementary School District, MT|3026640|2014-2018||256|74|233|65|0|10|12|18|0|10|0|10|0|10|11|18|0|10|11|18
96000US3026670|Turner High School District, MT|3026670|2014-2018||253|73|230|64|0|10|12|18|0|10|0|10|0|10|11|18|0|10|11|18
97000US4030300|Turner Public Schools, OK|4030300|2014-2018||2423|194|2026|204|78|57|184|64|0|9|0|9|6|7|129|63|0|9|129|63
97000US2012360|Turner Unified School District 202, KS|2012360|2014-2018||19798|797|15544|884|2176|473|117|130|131|128|0|16|899|290|931|393|120|89|811|377
97000US4030330|Turpin Public Schools, OK|4030330|2014-2018||1671|191|1144|195|0|9|37|37|0|9|0|9|466|117|24|17|3|4|21|18
97000US5515060|Turtle Lake School District, WI|5515060|2014-2018||3114|172|2996|159|4|8|28|16|27|20|0|9|0|9|59|33|8|10|51|29
97000US3818500|Turtle Lake-Mercer Public School District 72, ND|3818500|2014-2018||1071|154|1038|149|4|7|6|10|0|9|0|9|0|9|23|16|0|9|23|16
97000US0103360|Tuscaloosa City School District, AL|0103360|2014-2018||97374|646|49865|1309|42871|1096|263|184|2340|388|73|81|937|594|1025|241|116|150|909|187
97000US0103390|Tuscaloosa County School District, AL|0103390|2014-2018||108839|646|83012|1303|22389|1074|130|75|962|345|0|28|1046|488|1300|335|29|34|1271|333
97000US3905030|Tuscarawas Valley Local School District, OH|3905030|2014-2018||9708|554|9573|544|37|42|0|16|0|16|0|16|3|7|95|68|31|35|64|60
97000US4222740|Tuscarora School District, PA|4222740|2014-2018||18650|252|18150|300|318|194|0|16|2|4|0|16|4|8|176|124|0|16|176|124
97000US1739600|Tuscola Community Unit School District 301, IL|1739600|2014-2018||5678|205|5503|211|11|14|7|12|111|35|18|27|0|15|28|26|0|15|28|26
97000US0103420|Tuscumbia City School District, AL|0103420|2014-2018||8426|23|5577|428|2090|433|55|56|49|43|0|17|255|210|400|270|26|38|374|261
97000US4030360|Tushka Public Schools, OK|4030360|2014-2018||1269|121|1025|103|1|5|135|35|0|9|0|9|0|9|108|40|0|9|108|40
95000US4030390|Tuskahoma Public School, OK|4030390|2014-2018||727|79|552|67|19|12|70|29|0|9|0|9|0|9|86|33|0|9|86|33
97000US3904995|Tuslaw Local School District, OH|3904995|2014-2018||9485|615|9312|603|41|52|0|16|46|35|0|16|0|16|86|68|0|16|86|68
97000US4223970|Tussey Mountain School District, PA|4223970|2014-2018||6905|318|6729|309|37|25|3|3|43|49|0|15|4|7|89|62|3|6|86|61
97000US0640150|Tustin Unified School District, CA|0640150|2014-2018||140284|2859|73597|2766|2734|620|425|201|31679|2317|359|173|24259|2291|7231|1357|1291|399|5940|1377
97000US4030420|Tuttle Public Schools, OK|4030420|2014-2018||8818|409|7457|409|77|100|570|251|0|13|0|13|55|57|659|253|68|97|591|253
97000US3629190|Tuxedo Union Free School District, NY|3629190|2014-2018||2782|185|2524|197|191|107|0|12|22|18|0|12|13|13|32|25|2|5|30|24
95000US0640200|Twain Harte School District, CA|0640200|2014-2018||5451|777|5011|737|0|17|40|61|108|97|24|36|95|84|173|93|33|37|140|80
97000US1305220|Twiggs County School District, GA|1305220|2014-2018||8284|*****|4605|59|3510|140|0|19|9|14|0|19|0|19|160|125|0|19|160|125
97000US3026730|Twin Bridges K-12 Schools, MT|3026730|2014-2018||1470|220|1240|185|0|10|31|43|0|10|0|10|189|148|10|12|0|10|10|12
95000US3818600|Twin Buttes Public School District 37, ND|3818600|2014-2018||244|67|40|23|0|9|182|52|0|9|0|9|0|9|22|18|0|9|22|18
97000US1928170|Twin Cedars Community School District, IA|1928170|2014-2018||2467|229|2338|232|84|57|2|6|0|9|0|9|13|20|30|35|0|9|30|35
97000US1603240|Twin Falls School District 411, ID|1603240|2014-2018||55973|996|50902|926|577|85|530|275|1358|221|34|58|1665|655|907|285|0|28|907|285
95000US4030450|Twin Hills Public School, OK|4030450|2014-2018||1651|195|1174|170|15|11|281|77|8|10|0|9|9|13|164|59|0|9|164|59
95000US0640230|Twin Hills Union Elementary School District, CA|0640230|2014-2018||6588|699|5908|589|1|4|0|17|83|57|0|17|177|244|419|240|0|17|419|240
95000US5515090|Twin Lakes No. 4 School District, WI|5515090|2014-2018||3777|280|3708|278|15|17|20|35|0|9|0|9|0|9|34|37|9|14|25|34
97000US1811580|Twin Lakes School Corporation, IN|1811580|2014-2018||14518|405|13273|464|72|36|113|84|57|47|0|18|662|256|341|131|55|40|286|124
95000US0600012|Twin Ridges Elementary School District, CA|0600012|2014-2018||2204|411|1982|380|19|42|39|39|80|84|0|12|0|12|84|84|0|12|84|84
97000US1928200|Twin Rivers Community School District, IA|1928200|2014-2018||1098|129|1093|130|0|9|4|9|0|9|0|9|0|9|1|4|0|9|1|4
97000US3100129|Twin Rivers Public Schools, NE|3100129|2014-2018||2738|273|2710|266|6|12|0|9|19|24|0|9|0|9|3|4|0|9|3|4
97000US2930520|Twin Rivers R-X School District, MO|2930520|2014-2018||5994|655|5757|643|34|40|0|15|64|107|0|15|33|50|106|95|0|15|106|95
97000US0601332|Twin Rivers Unified School District, CA|0601332|2014-2018||169435|3251|98158|3651|20392|1607|1638|446|17046|1533|1528|471|18725|1741|11948|1370|1642|535|10306|1231
96000US0606004|Twin Rivers Unified School District (7-12), CA|0606004|2014-2018||19684|1136|8182|954|2654|653|281|219|3603|635|623|288|3251|799|1090|413|120|88|970|401
96000US0606003|Twin Rivers Unified School District (9-12), CA|0606003|2014-2018||3248|504|2849|437|0|12|74|67|165|233|0|12|75|75|85|62|22|28|63|54
97000US3904900|Twin Valley Community Local School District, OH|3904900|2014-2018||5787|181|5696|198|20|42|0|16|52|60|0|16|0|16|19|30|0|16|19|30
97000US4224000|Twin Valley School District, PA|4224000|2014-2018||25047|208|24281|334|434|253|0|19|114|74|0|19|58|87|160|86|0|19|160|86
97000US2003960|Twin Valley Unified School District 240, KS|2003960|2014-2018||2604|268|2547|251|33|40|0|10|5|9|0|10|0|10|19|24|13|21|6|12
97000US3905007|Twinsburg City School District, OH|3905007|2014-2018||25160|330|18256|608|4478|635|0|21|1466|376|0|21|101|95|859|318|136|175|723|264
97000US0500079|Two Rivers School District, AR|0500079|2014-2018||6685|733|5998|698|28|29|76|62|88|79|0|17|419|190|76|64|3|7|73|66
97000US5515120|Two Rivers School District, WI|5515120|2014-2018||12487|144|11862|276|123|88|83|49|129|95|0|14|9|12|281|156|11|25|270|151
97000US5000385|Two Rivers Supervisory Union, VT|5000385|2014-2018||8776|360|8589|365|17|21|0|13|22|22|11|16|5|7|132|74|0|13|132|74
95000US0640260|Two Rock Union Elementary School District, CA|0640260|2014-2018||1728|331|1199|254|78|51|2|4|26|26|0|12|274|178|149|91|20|28|129|82
97000US5401440|Tyler County School District, WV|5401440|2014-2018||8909|*****|8727|16|30|35|15|16|48|51|0|16|13|16|76|31|0|16|76|31
97000US4843470|Tyler Independent School District, TX|4843470|2014-2018||128677|2420|90998|2126|29770|1090|360|135|2065|504|38|42|3049|941|2397|608|412|220|1985|575
97000US2511760|Tyngsborough School District, MA|2511760|2014-2018||12272|25|10758|427|135|143|21|34|918|301|0|19|71|81|369|214|0|19|369|214
97000US4224030|Tyrone Area School District, PA|4224030|2014-2018||12957|289|12701|327|48|46|24|41|17|27|0|16|70|97|97|56|14|16|83|54
97000US4030480|Tyrone Public Schools, OK|4030480|2014-2018||1009|178|862|166|16|24|7|8|0|9|0|9|66|37|58|37|25|24|33|28
97000US3704590|Tyrrell County Schools, NC|3704590|2014-2018||4119|*****|2251|215|1550|216|35|35|0|12|0|12|204|107|79|79|0|12|79|79
97000US2634380|Ubly Community Schools, MI|2634380|2014-2018||3774|205|3755|204|5|12|0|10|3|5|0|10|0|10|11|8|3|4|8|6
97000US2012390|Udall Unified School District 463, KS|2012390|2014-2018||2026|196|1872|184|43|52|34|44|15|25|0|10|0|10|62|46|0|10|62|46
97000US5602760|Uinta County School District 1, WY|5602760|2014-2018||14189|488|13086|559|15|20|160|97|18|22|0|19|431|295|479|189|0|19|479|189
97000US5604500|Uinta County School District 4, WY|5604500|2014-2018||2923|528|2808|530|5|9|0|12|0|12|0|12|0|12|110|83|0|12|110|83
97000US5604260|Uinta County School District 6, WY|5604260|2014-2018||3497|517|3358|492|0|12|0|12|4|6|0|12|6|12|129|83|0|12|129|83
97000US4901080|Uintah School District, UT|4901080|2014-2018||36323|*****|31960|219|201|81|2731|143|128|114|31|37|498|215|774|224|144|90|630|191
97000US4112540|Ukiah School District 80, OR|4112540|2014-2018||300|58|252|57|0|12|16|18|14|16|0|12|2|3|16|19|0|12|16|19
97000US0640300|Ukiah Unified School District, CA|0640300|2014-2018||38986|976|32236|1129|266|126|1517|368|1009|241|48|55|2095|602|1815|427|112|97|1703|415
97000US2740810|Ulen-Hitterdal Public School District, MN|2740810|2014-2018||1731|175|1660|166|0|9|2|3|8|8|0|9|2|4|59|40|3|4|56|38
95000US3026880|Ulm Elementary School District, MT|3026880|2014-2018||735|138|697|135|7|11|2|4|0|10|0|10|0|10|29|26|0|10|29|26
97000US2012420|Ulysses Unified School District 214, KS|2012420|2014-2018||7559|47|6331|527|0|15|0|15|19|35|0|15|1085|509|124|115|71|105|53|45
97000US4112600|Umatilla School District 6, OR|4112600|2014-2018||6426|417|5677|461|105|126|23|33|0|17|0|17|360|263|261|190|147|179|114|75
97000US3119560|Umonhon Nation Public Schools, NE|3119560|2014-2018||1188|135|33|32|0|9|1120|134|8|9|0|9|0|9|27|23|16|21|11|11
97000US3600019|Unadilla Valley Central School District, NY|3600019|2014-2018||5658|360|5542|360|9|16|22|15|22|22|1|4|0|17|62|35|7|10|55|37
97000US0200720|Unalaska City School District, AK|0200720|2014-2018||4781|132|1426|115|205|61|179|47|2237|97|115|21|295|132|324|77|78|48|246|47
97000US1928230|Underwood Community School District, IA|1928230|2014-2018||4059|331|4034|331|0|9|3|8|0|9|0|9|4|6|18|19|4|6|14|17
97000US2740830|Underwood Public School District, MN|2740830|2014-2018||2492|170|2314|151|38|38|14|18|7|7|0|9|32|38|87|50|0|9|87|50
97000US3818660|Underwood Public School District 8, ND|3818660|2014-2018||1506|176|1449|177|4|7|26|17|7|10|0|9|5|7|15|13|0|9|15|13
97000US4704230|Unicoi County School District, TN|4704230|2014-2018||17780|*****|17156|187|65|57|18|32|70|95|0|19|256|188|215|124|40|59|175|104
97000US4224060|Union Area School District, PA|4224060|2014-2018||5448|110|5165|194|164|108|0|15|0|15|0|15|58|91|61|66|8|14|53|64
97000US3416350|Union Beach Borough School District, NJ|3416350|2014-2018||5549|16|4903|407|373|419|0|17|178|136|0|17|46|67|49|57|0|17|49|57
97000US4224090|Union City Area School District, PA|4224090|2014-2018||6589|185|6494|196|12|18|0|15|5|5|5|9|0|15|73|75|0|15|73|75
97000US2634410|Union City Community Schools, MI|2634410|2014-2018||5908|330|5760|331|2|7|19|13|26|41|0|14|15|23|86|37|1|3|85|37
97000US4030630|Union City Public Schools, OK|4030630|2014-2018||1379|213|1180|197|77|73|54|49|7|11|0|9|5|11|56|42|0|9|56|42
97000US3416380|Union City School District, NJ|3416380|2014-2018||68362|39|50698|1402|3241|482|54|39|2593|525|71|107|9419|951|2286|434|1051|270|1235|334
97000US4704260|Union City School District, TN|4704260|2014-2018||10478|25|7450|310|2265|304|24|32|0|19|0|19|362|197|377|206|41|45|336|206
97000US1900022|Union Community School District, IA|1900022|2014-2018||6316|434|6110|437|36|44|17|19|24|25|0|13|107|153|22|26|0|13|22|26
97000US3704620|Union County Public Schools, NC|3704620|2014-2018||226694|*****|184834|924|25918|658|690|239|6151|242|96|30|3891|849|5114|767|432|181|4682|748
97000US2105640|Union County School District, KY|2105640|2014-2018||14802|*****|12333|81|1913|118|5|11|82|52|0|18|47|41|422|170|33|72|389|171
97000US2804350|Union County School District, MS|2804350|2014-2018||16842|480|15024|455|1291|249|17|19|94|86|0|20|153|214|263|127|0|20|263|127
97000US1305250|Union County School District, GA|1305250|2014-2018||22775|*****|22076|55|148|79|151|56|173|19|0|25|25|35|202|84|21|38|181|75
97000US1201890|Union County School District, FL|1201890|2014-2018||15239|*****|11229|76|3335|139|111|53|85|21|4|9|197|65|278|122|10|14|268|120
97000US4704290|Union County School District, TN|4704290|2014-2018||19293|*****|18851|49|86|29|6|11|33|53|44|64|25|33|248|83|0|19|248|83
97000US4503750|Union County School District, SC|4503750|2014-2018||27644|*****|18058|95|8680|239|16|23|3|6|0|23|101|103|786|206|7|12|779|205
97000US1811610|Union County-College Corner Joint School District, IN|1811610|2014-2018||7443|177|7256|210|5|8|0|16|71|59|0|16|0|16|111|89|0|16|111|89
95000US0408820|Union Elementary District, AZ|0408820|2014-2018||19489|1036|13999|891|2671|575|463|173|159|110|164|216|1039|326|994|321|236|106|758|292
95000US0640320|Union Elementary School District, CA|0640320|2014-2018||46442|1379|31129|1220|667|312|90|52|10900|751|25|33|1056|401|2575|531|251|157|2324|489
97000US3628650|Union Free School District of the Tarrytowns, NY|3628650|2014-2018||19859|684|12784|1151|1081|444|0|19|764|305|0|19|4790|955|440|143|47|42|393|141
97000US5309150|Union Gap School District, WA|5309150|2014-2018||3486|362|2690|467|12|20|68|177|50|61|0|12|629|287|37|40|0|12|37|40
97000US4843530|Union Grove Independent School District, TX|4843530|2014-2018||3001|498|2839|503|68|68|0|13|24|33|0|13|61|96|9|13|1|3|8|13
95000US5515180|Union Grove Joint No. 1 School District, WI|5515180|2014-2018||5301|91|4903|306|81|61|30|44|4|152|0|12|135|185|148|137|0|12|148|137
96000US5515150|Union Grove Union High School District, WI|5515150|2014-2018||13562|339|12764|430|244|103|52|46|40|150|0|14|184|189|278|162|3|5|275|162
95000US0640380|Union Hill Elementary School District, CA|0640380|2014-2018||2658|450|2336|404|0|12|44|43|0|12|0|12|53|71|225|115|0|12|225|115
97000US4843560|Union Hill Independent School District, TX|4843560|2014-2018||2221|436|1628|363|367|153|0|13|39|52|0|13|138|171|49|52|0|13|49|52
97000US3904601|Union Local School District, OH|3904601|2014-2018||8979|409|8752|418|27|17|27|25|44|47|0|16|34|35|95|59|10|16|85|55
97000US2201770|Union Parish School District, LA|2201770|2014-2018||22475|*****|16026|208|5594|280|14|17|19|33|39|55|418|200|365|272|43|47|322|268
97000US2804380|Union Public School District, MS|2804380|2014-2018||4148|460|3029|370|1058|263|2|6|35|41|0|13|0|13|24|21|0|13|24|21
97000US4030600|Union Public Schools, OK|4030600|2014-2018||84534|1050|57230|1236|8570|608|3077|372|5392|661|65|91|4527|619|5673|581|452|157|5221|571
95000US1739780|Union Ridge School District 86, IL|1739780|2014-2018||6078|512|5325|537|79|42|6|13|485|137|0|15|150|104|33|33|26|30|7|15
97000US2930570|Union R-XI School District, MO|2930570|2014-2018||21590|975|21105|972|169|101|0|20|89|122|0|20|0|20|227|198|0|20|227|198
97000US1811730|Union School Corporation, IN|1811730|2014-2018||2979|237|2919|246|14|18|0|11|0|11|0|11|23|35|23|21|0|11|23|21
95000US0904650|Union School District, CT|0904650|2014-2018||873|124|834|118|5|7|0|12|14|16|0|12|0|12|20|34|0|12|20|34
97000US4224120|Union School District, PA|4224120|2014-2018||4004|224|3898|219|10|9|10|9|2|4|0|10|1|3|83|40|0|10|83|40
97000US4112690|Union School District 5, OR|4112690|2014-2018||2481|288|2291|288|16|14|57|33|28|31|0|12|0|12|89|60|1|2|88|61
95000US1739660|Union School District 81, IL|1739660|2014-2018||1507|250|1170|196|270|147|4|6|2|6|0|11|42|63|19|15|0|11|19|15
97000US3629250|Union Springs Central School District, NY|3629250|2014-2018||5987|341|5658|333|37|28|16|18|30|25|0|17|40|35|206|106|37|41|169|99
97000US2930600|Union Star R-II School District, MO|2930600|2014-2018||843|116|828|119|4|9|1|7|0|11|1|3|5|10|4|7|3|6|1|3
97000US1811700|Union Township School Corporation, IN|1811700|2014-2018||9019|33|8481|205|49|43|24|40|139|127|0|16|59|47|267|126|61|59|206|105
95000US3416440|Union Township School District, NJ|3416440|2014-2018||5599|21|4782|230|373|97|0|17|248|143|0|17|80|55|116|120|14|22|102|117
97000US3416500|Union Township School District, NJ|3416500|2014-2018||58158|42|28071|916|18162|836|0|28|5965|446|7|14|4453|740|1500|489|525|211|975|426
97000US3629280|Uniondale Union Free School District, NY|3629280|2014-2018||44121|1621|14547|1407|19105|1122|520|397|1119|234|0|25|5748|1049|3082|721|483|280|2599|679
97000US3610710|Union-Endicott Central School District, NY|3610710|2014-2018||30169|763|26684|1006|1734|478|39|33|758|285|0|25|175|138|779|246|81|103|698|233
97000US1811910|Union-North United School Corporation, IN|1811910|2014-2018||7979|40|7523|197|75|102|30|37|79|63|12|17|35|43|225|140|26|31|199|134
97000US3904953|Union-Scioto Local School District, OH|3904953|2014-2018||16146|587|13495|587|2036|223|10|14|88|77|0|18|172|96|345|163|104|128|241|92
97000US4224150|Uniontown Area School District, PA|4224150|2014-2018||22480|274|19262|458|1892|303|8|14|136|132|280|99|60|68|842|269|16|17|826|267
97000US2012450|Uniontown Unified School District 235, KS|2012450|2014-2018||1958|272|1873|266|0|10|5|6|2|4|0|10|3|5|75|56|0|10|75|56
97000US4224210|Unionville-Chadds Ford School District, PA|4224210|2014-2018||24272|297|20883|429|748|180|106|94|1965|371|0|19|141|83|429|127|39|40|390|133
97000US2634440|Unionville-Sebewaing Area School District, MI|2634440|2014-2018||5397|216|5229|218|32|36|6|6|8|8|0|14|41|48|81|69|12|16|69|68
97000US1928560|United Community School District, IA|1928560|2014-2018||2438|286|2302|260|84|84|0|9|0|9|6|11|6|10|40|46|0|9|40|46
97000US1700321|United Community School District 304, IL|1700321|2014-2018||6133|354|5743|377|0|15|18|17|37|62|0|15|296|215|39|32|0|15|39|32
97000US4843650|United Independent School District, TX|4843650|2014-2018||180487|1922|171755|2298|1040|211|214|166|1055|190|33|48|5323|1053|1067|293|450|188|617|221
97000US3904645|United Local School District, OH|3904645|2014-2018||7267|446|7054|438|55|27|1|3|23|28|0|16|60|62|74|68|1|3|73|68
97000US3818730|United Public School District 7, ND|3818730|2014-2018||3492|363|3257|353|0|9|16|18|188|130|0|9|11|13|20|20|2|3|18|20
97000US4224240|United School District, PA|4224240|2014-2018||7347|245|7184|244|2|7|0|15|31|43|0|15|75|106|55|33|5|8|50|35
97000US2700005|United South Central School District, MN|2700005|2014-2018||5782|130|5540|137|7|16|10|11|37|13|0|12|36|35|152|41|0|12|152|41
01000US|United States|N|2014-2018||322903030|*****|234904818|49642|40916113|31375|2699073|12129|17574550|20968|582718|5451|15789961|90295|10435797|95419|1590403|27559|8845394|71975
96000US1739870|United Township High School District 30, IL|1739870|2014-2018||39330|690|31286|1041|4190|513|111|72|986|347|8|8|1040|453|1709|427|377|145|1332|423
95000US1739930|Unity Point Community Consolidated School District 140, IL|1739930|2014-2018||6496|759|4891|596|582|365|12|17|439|153|2|4|132|98|438|184|59|72|379|184
95000US3306750|Unity School District, NH|3306750|2014-2018||1420|178|1368|182|6|12|0|11|0|11|0|11|10|13|36|39|0|11|36|39
97000US5500750|Unity School District, WI|5500750|2014-2018||7346|335|6862|314|34|19|293|54|8|7|3|4|32|36|114|45|11|14|103|43
97000US2930660|University City School District, MO|2930660|2014-2018||35367|205|19784|702|12591|808|182|133|1616|463|8|13|325|244|861|303|7|19|854|302
97000US5309180|University Place School District, WA|5309180|2014-2018||31802|681|21866|804|2408|417|287|192|3070|403|215|221|794|346|3162|567|79|57|3083|564
95000US2500043|Up-Island Regional School District, MA|2500043|2014-2018||4170|26|3784|174|53|42|101|88|31|41|0|12|18|20|183|108|3|6|180|107
97000US0600016|Upland Unified School District, CA|0600016|2014-2018||75651|601|48376|1517|4064|689|556|267|7092|674|72|87|11319|1486|4172|737|993|300|3179|700
97000US4224300|Upper Adams School District, PA|4224300|2014-2018||10706|347|9560|386|111|79|0|16|58|48|0|16|837|239|140|58|65|49|75|44
97000US3904493|Upper Arlington City School District, OH|3904493|2014-2018||35667|238|32683|477|213|141|9|14|1928|305|0|24|158|85|676|203|52|43|624|196
97000US4224320|Upper Darby School District, PA|4224320|2014-2018||90813|293|45630|1285|30126|1073|213|127|11134|920|105|166|1246|382|2359|496|316|164|2043|489
97000US4224360|Upper Dauphin Area School District, PA|4224360|2014-2018||9492|302|9343|306|45|26|0|15|15|14|0|15|18|22|71|42|11|17|60|36
95000US3416530|Upper Deerfield Township School District, NJ|3416530|2014-2018||7473|44|5696|236|724|289|18|27|202|129|0|17|101|84|732|360|183|240|549|323
97000US4224390|Upper Dublin School District, PA|4224390|2014-2018||26269|29|21995|373|1320|264|7|11|2453|290|0|19|50|42|444|145|79|64|365|120
97000US3416560|Upper Freehold Regional School District, NJ|3416560|2014-2018||8809|106|7881|342|301|211|0|17|447|285|0|17|8|10|172|122|14|24|158|106
97000US0601442|Upper Lake Unified School District, CA|0601442|2014-2018||5615|613|4473|547|135|106|364|153|155|162|0|17|351|225|137|106|0|17|137|106
96000US0699008|Upper Lake Unified School District (9-12), CA|0699008|2014-2018||3316|549|2748|516|89|71|110|110|9|14|0|12|129|114|231|208|9|14|222|208
97000US4224480|Upper Merion Area School District, PA|4224480|2014-2018||35327|111|26224|668|2120|492|0|22|5667|545|0|22|397|240|919|213|54|51|865|209
97000US4224510|Upper Moreland Township School District, PA|4224510|2014-2018||24148|57|20533|556|1419|335|33|42|1303|432|16|25|176|127|668|289|42|54|626|289
97000US4224540|Upper Perkiomen School District, PA|4224540|2014-2018||23581|131|22176|408|640|303|15|19|262|213|0|19|42|43|446|194|21|32|425|181
97000US3416590|Upper Pittsgrove Township School District, NJ|3416590|2014-2018||3381|17|3143|152|48|48|20|26|38|51|0|12|46|68|86|98|9|17|77|97
95000US3416620|Upper Saddle River Borough School District, NJ|3416620|2014-2018||8242|26|6300|470|321|279|0|17|1064|357|0|17|63|68|494|320|76|73|418|280
97000US3910024|Upper Sandusky Exempted Village School District, OH|3910024|2014-2018||11143|301|10851|330|14|26|6|14|11|14|0|18|156|106|105|68|9|14|96|65
97000US3904752|Upper Scioto Valley Local School District, OH|3904752|2014-2018||3783|326|3735|328|0|11|2|3|0|11|0|11|14|14|32|36|0|11|32|36
97000US4224570|Upper St. Clair School District, PA|4224570|2014-2018||19592|28|17542|228|63|44|28|21|1547|206|0|16|75|63|337|123|98|77|239|94
97000US3416650|Upper Township School District, NJ|3416650|2014-2018||11909|22|11700|115|43|41|0|19|77|74|0|19|18|27|71|61|0|19|71|61
95000US3015900|Upper West Shore Elementary School District, MT|3015900|2014-2018||871|155|814|150|0|10|28|36|0|10|0|10|20|25|9|9|0|10|9|9
97000US2740860|Upsala Public School District, MN|2740860|2014-2018||2031|148|1997|145|0|9|0|9|0|9|0|9|30|39|4|5|0|9|4|5
97000US5401470|Upshur County School District, WV|5401470|2014-2018||24605|*****|23855|78|453|139|37|37|54|49|0|21|30|37|176|87|9|14|167|86
97000US1305280|Upson County School District, GA|1305280|2014-2018||26216|*****|18160|170|7369|340|88|90|105|70|198|230|0|25|296|188|85|75|211|178
97000US2313070|Upton, ME|2313070|2014-2018||35|11|34|11|0|10|1|4|0|10|0|10|0|10|0|10|0|10|0|10
97000US3904494|Urbana City School District, OH|3904494|2014-2018||14696|180|13432|296|540|154|95|100|89|58|12|21|84|62|444|164|5|8|439|164
97000US1739960|Urbana School District 116, IL|1739960|2014-2018||52132|399|32518|999|8654|669|167|91|8714|614|81|118|436|195|1562|346|103|74|1459|346
97000US1928680|Urbandale Community School District, IA|1928680|2014-2018||21492|930|19474|916|1088|386|9|13|414|237|67|90|56|77|384|187|0|17|384|187
04000US49|Utah, UT|N|2014-2018||3045350|*****|2632056|4656|35862|1234|32657|1333|69810|1343|27096|1005|157990|4563|89879|2754|14964|1376|74915|2579
97000US3629370|Utica City School District, NY|3629370|2014-2018||60675|46|39084|884|9552|699|269|132|6774|527|26|32|2456|570|2514|493|335|161|2179|476
97000US2634470|Utica Community Schools, MI|2634470|2014-2018||185325|1854|165144|1964|6006|874|247|151|8831|790|31|71|1361|509|3705|608|461|238|3244|587
97000US4843680|Utopia Independent School District, TX|4843680|2014-2018||1346|351|1332|351|4|7|7|15|0|13|0|13|0|13|3|6|3|6|0|13
97000US4843720|Uvalde Consolidated Independent School District, TX|4843720|2014-2018||23851|771|21004|1188|133|107|138|102|255|139|19|33|1758|675|544|546|517|545|27|43
97000US2511850|Uxbridge School District, MA|2511850|2014-2018||13903|20|13116|431|296|321|0|19|311|294|0|19|81|74|99|97|0|19|99|97
97000US1738490|V.I.T. Community Unit School District 2, IL|1738490|2014-2018||2340|206|2281|213|2|5|0|11|24|19|0|11|21|31|12|9|0|11|12|9
97000US0640590|Vacaville Unified School District, CA|0640590|2014-2018||82300|965|57858|1372|5692|803|460|214|6007|647|307|156|5892|875|6084|856|1015|391|5069|760
97000US0408850|Vail Unified District, AZ|0408850|2014-2018||61309|1310|51434|1528|2033|526|348|170|1451|282|78|67|2777|691|3188|419|435|169|2753|452
97000US0691135|Val Verde Unified School District, CA|0691135|2014-2018||91227|3254|33513|2487|12417|1410|400|245|4011|819|249|204|38075|3568|2562|672|870|343|1692|557
